Airport,Airline,Age,Gender,Nationality,TripPurpose,TripDuration,FlyingCompanion,ProvinceResidence,GroupTravel,NoTripsLastYear,FrequentFlightDestination,Destination,FlightNo,DepartureHr,DepartureMn,DepartureTime,SeatClass,Airfare,NoTransport,ModeTransport,AccessCost,AccessTime,Occupation,Income,MileageAirline,Mileage
2,2,39,2,3,1,99,2,1,2,3,3,2,1085,20,,3,1,35,1,2,14000,30,2,4,2,7000
2,1,19,1,1,3,2,2,1,2,3,6,2,,19,,3,1,53,1,2,20000,60,8,3,,
2,2,40,2,4,1,99,2,1,2,4,1,2,,20,1,3,1,36,1,2,23000,60,11,3,2,2000
2,2,23,1,1,1,7,0,1,2,1,3,2,,19,30,3,1,30,1,5,1500,30,8,1,,
2,2,27,1,1,2,7,1,1,2,2,3,2,oz9104,20,5,3,1,40,1,5,1500,20,2,2,1,50000
2,2,26,1,3,1,5,1,1,2,2,4,2,,,,3,1,40,1,5,1200,40,2,5,2,30000
2,2,32,1,1,2,7,1,1,2,6,2,1,OZ3615,16,,2,1,42,1,1,10000,40,2,2,,
2,1,36,1,1,2,3,0,1,2,2,4,2,ke2727,16,55,2,1,53,1,2,12000,20,5,6,1,31184
2,2,40,2,1,1,3,11,1,2,0,1,2,,17,40,2,1,36,1,1,,45,9,2,,
2,3,28,1,1,1,3,3,1,2,4,1,3,TW7667,11,,1,1,30,1,3,1050,20,2,3,4,
2,1,37,2,1,4,2,0,1,1,1,1,1,KE2851,9,30,1,1,50,1,5,1550,90,1,2,4,
2,2,30,2,2,1,7,1,1,2,1,2,1,OZ318,13,30,2,1,34,1,5,1500,60,2,1,,
2,2,53,1,1,2,180,1,1,2,3,2,1,OZ,16,,2,1,30,1,3,1000,60,2,2,,
2,3,60,2,1,1,3,3,1,2,1,2,3,TW7667,10,30,1,1,30,1,3,,40,7,1,4,
2,4,66,1,1,2,90,1,1,2,2,3,2,NH1162,12,40,2,2,60,1,1,,20,12,5,3(ANA),
2,1,23,1,1,2,1,1,1,2,4,3,2,KE2707,9,,1,1,40,1,1,,60,8,,1,
2,4,29,2,1,1,4,1,1,2,3,3,2,NH,12,40,2,1,45,2,1,,20,2,4,,
2,4,54,1,1,2,1,7,1,1,0,5,2,92,12,5,2,1,66,1,2,,32,5,,,
2,4,40,1,1,2,3,0,1,2,20,2,1,MU512,12,,2,1,,1,1,,15,5,2,1,15000
2,4,38,2,1,1,4,0,1,2,2,2,1,hv9824,17,45,2,1,32,1,5,2000,20,4,2,3(????),
2,3,29,2,1,2,4,3,1,2,1,5,2,7c1482,14,30,2,1,24,1,3,1500,40,5,1,1,
2,1,19,1,1,4,3,1,1,2,2,1,2,ke2709,16,30,2,1,40,1,1,2000,90,8,3,1,
2,1,33,1,1,2,2,2,1,2,1,2,1,,16,15,2,1,60,1,1,,50,1,5,1,300000
2,1,23,2,1,3,99,0,1,2,2,2,2,,16,30,2,1,45,1,6,10000,60,8,4,1,4000
2,2,42,1,1,1,3,10,1,2,1,3,2,,17,,2,1,36,1,1,10000,60,2,2,,
2,1,35,2,1,1,5,2,1,2,2,3,2,ke2711,19,,3,1,20,1,5,,90,8,2,,
2,4,22,1,1,1,5,0,1,2,0,2,2,94,19,15,3,1,33,1,8,,40,8,3,4,
2,4,23,1,1,1,365,1,1,2,1,3,2,jl974,15,,2,1,45,2,3,,10,8,1,,
2,1,62,1,1,1,4,1,1,2,2,3,2,ke5727,15,,2,1,30,1,1,,30,11,4,4,
2,4,67,2,1,1,4,2,1,2,2,3,1,CZ318,12,30,2,1,,1,5,,15,9,2,,
2,4,67,1,1,4,30,0,1,2,3,3,2,,12,40,2,1,40,1,6,2000,60,10,3,2,30000
2,1,50,1,1,2,2,1,1,2,5,2,2,KE5707,12,,2,1,53,1,5,1500,40,2,4,,
2,4,55,1,1,1,3,2,1,2,0,3,2,NH1164,16,15,2,1,50,1,2,15000,30,3,4,4,
2,4,51,1,1,2,7,1,1,2,4,2,1,,17,20,2,1,40,1,6,6000,40,2,5,4,
2,1,60,2,1,1,7,1,1,2,2,"3,4",2,KE2725,,,1,1,100,1,6,6000,30,10,5,1,12000
2,4,62,2,1,1,4,6,1,1,2,2,1,CZ318,12,30,2,1,,1,5,,20,9,2,4,
2,1,60,1,1,2,4,2,1,2,1,3,2,KE5707,12,5,2,1,40,1,3,7000,60,3,,1,
2,1,46,2,1,1,4,3,1,2,2,3,2,,16,15,2,1,53,1,9,,90,9,2,4,
2,4,43,1,1,1,3,2,1,2,0,3,2,nh1164,16,15,2,1,40,2,2,,15,2,4,1,10000
2,4,45,2,1,2,2,2,1,2,0,5,2,NH1164,16,15,2,1,38,2,2,3500,10,9,4,1,10000
2,4,44,1,1,1,3,2,1,2,0,3,2,NH1164,16,15,2,1,40,2,5,1500,10,1,5,1,100000
2,1,53,1,1,1,7,5,1,2,0,2,2,KE5707,,,2,1,40,1,1,,40,2,4,,
2,1,57,1,1,2,2,3,1,2,4,2,1,KE2815,16,15,2,2,48,1,1,,60,1,5,,
2,1,56,1,1,4,6,1,1,2,2,3,2,KE2709,16,30,2,1,53,1,5,1150,30,10,2,1,
2,4,32,1,1,1,3,1,1,2,2,3,2,,16,30,2,1,30,1,2,7000,20,3,2,4,
2,4,33,2,1,1,10,0,1,2,1,3,4,JL974,15,,2,1,89,1,5,1150,50,2,1,4,
2,4,31,1,1,1,8,1,1,2,2,1,1,CZ318,12,30,2,1,120,1,1,12000,25,2,2,4,
2,3,30,2,1,1,4,1,1,2,4,2,3,T,W7667,11,4,1,34,1,2,12000,30,2,1,1,31000
2,1,42,2,1,1,4,7,1,1,0,1,1,KE2851,9,30,1,1,48,1,1,,20,9,6,2,
2,1,43,2,1,4,7,2,1,2,3,2,2,,,,1,1,40,1,6,10000,60,9,3,4,
2,4,28,2,1,1,8,1,1,2,1,6,1,CA318,12,30,2,1,120,1,1,20000,40,2,5,1,20000
2,4,26,1,1,3,140,0,1,2,1,2,1,CA138,9,40,1,1,52,1,1,,45,8,3,1,9400
2,3,31,1,1,1,3,4,1,2,3,6,3,TW7667,11,,1,1,39,1,5,1550,60,2,3,1,15000
2,3,33,2,1,1,3,4,1,2,2,6,3,TW7667,11,,1,1,40,1,5,1550,60,2,3,2,5000
2,4,38,1,1,2,3,1,1,2,3,3,2,JL974,15,,2,1,,1,5,,40,2,2,,
2,4,30,2,1,4,14,0,1,2,3,1,2,7C1482,14,30,2,2,42,1,1,,70,2,3,1,10000
2,4,32,2,2,2,5,1,1,2,8,2,1,CA5040,8,40,1,2,,1,6,4000,20,1,6,1,23462
2,1,35,2,1,1,4,1,1,2,2,3,2,KE5727,15,,2,1,30,1,1,,30,4,4,4,
2,1,34,1,3,2,3,2,1,2,3,1,2,KE5727,16,55,2,1,53,1,2,15000,30,5,4,,
2,1,39,1,3,2,3,2,1,2,6,"3,4",2,KE5727,16,55,2,1,53,1,1,,60,5,5,1,
2,1,56,2,1,1,3,14,1,1,1,2,1,KE2815,16,15,2,1,44,1,1,,30,6,3,,
2,1,29,1,1,1,4,14,1,1,0,7,1,KE2815,16,,2,1,48,2,2,4500,15,2,3,,
2,1,64,2,1,1,4,14,1,1,1,5,1,KE2815,16,15,2,1,44,1,5,1300,40,7,4,1,
2,1,67,2,1,1,4,14,1,1,2,3,1,KE2815,16,15,2,1,45,1,1,,30,9,3,,
2,1,59,2,1,1,4,14,1,1,1,5,1,KE2815,16,15,2,1,44,2,1,,5,9,2,"1,2",
2,1,22,2,1,4,8,4,1,2,3,1,1,KE5801,12,30,2,1,30,1,5,3000,10,8,6,4,
2,1,26,2,3,3,7,0,1,2,0,3,2,KE2707,9,,1,1,60,1,3,1150,40,8,5,1,5320
2,1,28,2,2,2,4,1,1,2,6,2,1,KE2815,16,15,2,2,50,2,3,1200,20,1,4,,
2,1,28,1,1,3,180,0,1,2,0,2,1,KE2815,16,15,2,1,48,1,5,,40,8,3,4,
2,3,25,2,1,1,3,3,1,2,0,6,3,TW7667,11,,1,1,40,1,5,1350,60,2,5,4,
2,4,38,1,1,1,5,1,1,2,0,3,2,JL974,15,,2,1,40,1,5,,30,2,2,,
2,4,51,2,3,2,365,2,1,2,6,3,2,JL974,15,,2,1,40,1,5,,15,1,4,,
2,1,59,2,1,1,4,6,1,1,0,2,1,KE2815,16,,2,1,60,2,2,,10,12,,,
2,1,58,2,1,1,3,6,1,1,2,2,1,,,,2,1,60,2,2,,10,11,2,,
2,1,67,2,1,1,10,7,1,1,0,2,1,KE2815,16,,2,1,60,2,2,,10,9,2,,
2,2,69,2,1,2,365,0,1,2,10,6,2,OZ1095,20,,3,,50,1,5,,45,12,1,2,17918
2,4,55,1,1,2,6,1,1,2,2,2,1,FM,19,45,3,1,,1,5,,30,2,3,4,
2,2,59,2,1,2,4,2,1,2,2,1,2,OZ1085,20,,3,1,36,1,5,3000,30,9,3,2,
2,2,64,2,1,1,4,2,1,2,1,3,2,OZ1085,20,,3,1,36,1,5,,40,9,5,4,
2,1,48,2,1,1,2,3,1,2,3,4,2,ke2727,16,55,2,2,70,1,1,,40,9,7,4,
2,1,50,1,3,2,4,34,2,1,2,"3,5",2,,20,30,3,1,30,1,5,1250,50,5,3,2,12000
2,2,30,2,1,4,7,1,2,2,3,2,1,OZ3615,16,,2,1,42,1,1,10000,40,8,2,,
2,2,35,1,1,1,7,0,2,2,4,3,2,nh1166,20,5,3,2,64,2,2,3300,20,12,1,2,800
2,4,22,2,2,2,30,7,2,2,6,2,1,C8318,12,30,2,1,,1,1,,30,3,,,
2,4,30,2,3,3,99,1,2,2,1,3,2,,12,5,2,1,53,1,1,,20,8,1,4,
2,3,43,2,1,1,3,7,2,1,0,7,3,TW7667,10,30,1,1,,2,5,,41,12,1,4,
2,3,30,2,1,1,3,2,2,1,3,6,3,TW7669,11,,1,1,64,2,3,,5,4,3,4,
2,3,40,2,1,1,3,7,2,1,1,2,3,TW7667,11,,1,1,,2,1,,30,2,2,,
2,3,46,2,1,1,3,7,2,1,0,7,3,TW7667,11,,1,1,,2,1,,30,2,2,2,
2,3,39,2,1,1,3,7,2,1,0,5,3,TW7667,11,,1,1,,2,1,,20,5,1,4,
2,4,59,1,1,1,8,1,2,2,1,2,4,,19,15,3,1,,2,2,,10,4,3,1,30000
2,2,44,1,3,1,10,1,3,2,3,3,2,OZ1044,15,30,2,1,70,1,1,,60,7,3,,
2,2,76,1,1,4,4,2,3,2,0,3,2,,,,3,,24,1,1,,90,11,1,,
2,2,39,2,5,2,3,3,3,2,6,"3,6",2,nh1164,16,15,2,1,35,1,1,,25,1,4,"1,2,3",
2,2,21,2,1,1,30,0,3,2,2,2,1,OZ3615,16,,2,1,33,1,6,12000,90,8,3,2,20000
2,2,20,1,1,1,4,0,3,2,1,3,2,OZ1085,20,,3,1,50,1,5,2000,40,8,2,,
2,2,30,1,1,2,100,1,3,2,4,2,1,,16,,2,1,40,1,3,2800,4,1,3,,
2,4,47,1,1,2,10,8,3,2,2,2,1,,12,30,2,1,,1,1,,90,2,3,4,
2,4,32,1,1,1,6,2,3,2,1,1,3,BR155,13,50,2,1,35,1,6,8800,7,5,2,4,
2,4,28,2,1,1,6,2,3,2,1,1,3,BR155,13,50,2,1,35,1,6,8800,80,9,2,4,
2,1,47,1,3,4,1,2,3,2,0,7,,,,,1,1,35,1,6,6000,60,7,1,,
2,1,36,2,2,1,30,0,3,2,4,"2,3",1,KA2851,9,30,1,3,50,1,5,1650,40,12,,,
2,3,44,2,3,1,7,1,3,2,0,3,2,,14,30,2,3,20,1,6,5100,60,2,1,,
2,4,25,2,1,3,90,0,3,2,5,"2,3",2,NH1162,12,40,2,1,50,1,1,,60,8,1,4,
2,,26,1,3,2,15,0,3,2,5,3,,,12,10,2,1,,1,3,6000,10,3,2,,
2,3,27,2,5,1,3,2,3,2,2,6,3,7667,11,,1,1,,1,6,,30,2,7,4,
2,1,74,2,1,1,3,13,3,1,0,2,1,,16,30,2,1,48,1,9,,120,9,1,,
2,1,68,2,1,1,4,13,3,1,1,1,1,,16,30,2,1,48,1,9,,120,9,1,,
2,4,34,1,1,2,5,1,3,2,2,6,2,,20,,3,1,60,1,2,60000,30,2,5,1,30000
2,1,45,1,3,2,3,0,3,2,3,5,2,ke2727,16,55,2,1,25,2,4,2000,30,5,5,"1,2",
2,1,46,1,1,2,9,2,3,2,15,2,1,ke2815,16,15,2,2,48,1,1,,30,1,6,1,500000
2,1,52,2,1,1,5,2,3,2,1,3,2,ke2727,16,55,2,1,20,1,5,2000,60,9,3,,
2,2,45,2,1,1,21,0,3,2,3,3,2,OZ1085,20,,3,1,50,2,6,20000,150,9,1,2,35000
2,1,59,2,1,1,3,4,3,2,1,2,1,KE5899,19,45,3,1,48,1,5,2000,40,9,4,4,
2,4,21,2,1,1,4,1,3,2,0,3,2,,16,15,2,1,45,1,5,,40,8,1,,
2,1,68,2,1,1,4,13,3,1,0,1,1,ke2815,16,15,2,1,48,1,1,,120,9,2,,
2,1,62,2,1,1,44,2,3,2,0,2,1,ke2815,16,15,2,1,53,1,5,,64,7,2,4,
2,1,60,2,1,1,4,2,3,2,0,3,2,ke5727,15,,2,1,60,1,6,6000,40,9,1,4,
2,1,65,1,1,1,4,2,3,2,0,3,2,ke5727,15,,2,1,60,1,6,6000,40,10,2,4,
2,1,51,1,1,2,1,0,3,2,30,3,2,KE2707,9,,1,1,65,2,2,7000,20,2,6,1,500000
2,4,56,2,1,1,5,2,3,2,0,1,2,NH1162,12,15,2,1,32.5,1,6,8000,50,9,3,4,
2,4,58,2,1,1,5,1,3,2,0,3,2,7C1482,14,30,2,1,,2,6,,64,9,4,,
2,4,55,2,1,1,5,2,3,2,0,7,2,NH1162,12,30,2,1,32.5,2,1,,20,9,4,,
2,2,53,1,1,2,5,2,3,2,2,3,2,OZ9128,,,1,1,40,1,6,6000,40,2,2,4,
2,2,59,1,1,1,3,5,3,2,0,3,2,OZ9102,12,30,2,1,50,1,5,70,10,2,3,4,
2,4,61,2,1,1,3,0,3,2,3,1,2,NH1162,12,40,2,1,40,1,6,10000,64,9,2,4,
2,1,66,2,1,1,4,13,3,1,1,1,1,KE2815,16,15,2,1,48,1,11,,120,9,2,4,
2,3,49,2,1,1,4,4,3,2,0,5,3,TW7667,11,10,1,3,60,2,2,2200,64,9,1,4,
2,1,53,2,1,1,4,2,3,1,1,2,1,,9,30,1,1,35,1,2,10000,64,7,4,1,11692
2,4,59,1,1,1,3,0,3,2,3,2,2,NH1162,12,40,2,2,5,1,5,3000,120,11,2,4,
2,1,33,1,2,2,7,1,3,2,15,2,1,KE,16,15,2,1,48,2,2,6000,20,1,5,1,30000
2,4,48,2,1,1,4,2,3,2,3,3,2,NH1164,16,15,2,1,,1,5,2000,25,9,2,4,
2,4,46,2,1,2,1,2,3,2,2,3,2,NH1162,12,40,2,1,40,1,1,,60,3,3,1,
2,1,43,2,1,1,4,3,3,2,2,3,2,KE2727,16,55,2,1,40,1,1,,90,11,3,1,
2,2,42,2,1,1,4,3,3,1,1,6,1,OZ3315,8,50,1,1,33,1,1,,64,9,3,2,8000
2,4,43,2,1,2,3,4,3,2,5,3,2,JL974,15,,2,2,,1,5,1100,20,1,4,,
2,3,25,2,1,1,3,3,3,2,0,6,3,TW7667,11,,1,1,40,1,6,4000,40,2,4,4,
2,4,20,1,1,2,90,2,3,2,3,4,1,318,12,30,2,1,44,2,4,15000,60,12,,,
2,4,30,2,3,1,3,2,3,2,0,3,2,NH1162,12,40,2,1,40,1,1,,30,2,2,,
2,2,40,1,1,2,7,2,3,2,10,3,2,OZ1045,15,30,2,1,36,1,1,,60,2,2,2,39000
2,2,42,1,1,2,7,2,3,2,10,3,2,OZ1045,15,30,2,2,36,1,1,,60,2,2,2,39782
2,4,22,2,1,1,8,0,3,2,0,1,3,BR0155,13,20,2,1,30,1,1,,40,8,6,4,
2,1,25,2,1,3,99,0,3,2,1,2,1,KE2815,16,15,2,1,37,1,1,,90,8,3,1,
2,4,27,1,1,1,3,2,3,2,0,2,2,NH1162,12,40,2,1,40,1,1,,30,6,2,4,
2,4,24,2,1,1,10,0,3,2,0,2,1,,9,25,1,1,,1,6,6000,60,8,3,,
2,4,28,1,1,2,7,2,3,2,2,3,2,JL91,12,,2,,,1,3,1000,20,2,2,2,5000
2,1,28,1,2,1,4,5,3,1,1,5,1,KE2815,9,30,2,1,35,1,2,10000,20,12,6,1,15023
2,1,25,1,1,1,5,2,3,2,0,2,2,KE2727,16,55,2,1,35,1,6,6000,30,8,1,4,
2,1,64,2,1,1,5,13,3,1,1,2,1,,,,2,1,48,1,1,,64,9,4,,
2,1,64,2,1,1,4,13,3,1,0,2,2,,16,30,2,1,53,1,4,15000,60,9,4,,
2,2,64,2,1,1,2,1,3,2,0,3,2,OZ1085,20,,3,1,45,1,5,,120,10,2,4,
2,2,32,1,1,2,90,1,4,2,2,2,1,oz362,16,,2,1,30,1,2,8400,80,12,,,
2,2,40,,1,1,7,1,4,2,3,3,2,,16,15,2,1,34.14,1,3,11700,120,7,2,,
2,2,70,1,1,1,4,6,4,2,1,6,1,OZ3615,15,30,2,1,33,1,2,11500,120,12,2,,
2,2,62,2,1,1,4,6,4,2,1,2,1,,15,30,2,1,33,2,2,10000,20,11,4,,
2,2,35,2,1,1,4,6,4,1,1,6,1,OZ3615,15,30,2,1,33,2,2,10000,20,12,2,,
2,2,35,1,1,4,6,0,4,1,1,1,1,OZ3615,15,30,2,1,33,2,2,10000,20,12,2,,
2,4,40,1,1,2,120,7,5,2,6,2,1,fm824,19,55,3,2,89,1,1,,30,2,6,,
2,2,60,2,1,1,2,1,5,2,2,3,2,oz1045,15,30,2,1,36,2,8,60000,180,11,2,,
2,3,53,2,1,1,4,4,5,2,1,6,3,TW7607,11,10,1,3,60,3,8,40000,305,9,1,4,
2,1,21,2,1,1,4,20,5,1,1,3,2,,16,30,2,1,60,1,5,2000,50,8,3,1,
2,1,21,2,1,1,5,0,5,2,0,2,1,KE5801,12,30,2,1,48,1,3,1150,305,8,4,3,
2,1,72,2,1,1,4,1,6,1,0,2,1,KE2815,16,15,2,1,45.9,1,1,,150,9,1,4,
2,1,61,2,1,1,5,20,6,1,2,3,2,,16,30,2,2,60,1,2,,40,9,,1,
2,1,70,1,1,1,4,10,6,1,0,3,1,,16,15,2,1,48,1,1,,120,10,1,4,
2,1,46,1,1,1,4,10,6,1,0,2,1,,16,15,2,1,48,1,1,,120,2,3,4,
2,3,26,2,1,2,6,3,6,2,2,1,3,TW7667,11,,1,1,50,1,6,23000,180,12,2,,
2,,29,1,1,4,31,1,7,2,0,7,4,,19,,3,1,,1,1,,90,12,1,4,
2,4,51,1,5,1,8,4,7,2,6,1,4,CA138,9,25,1,1,11,1,6,20000,120,1,5,1,230000
2,3,38,2,1,1,3,4,7,1,0,1,3,ZE9887,11,,1,1,50,1,4,15700,90,5,2,4,
2,3,37,2,1,1,3,4,7,1,1,1,3,ZE9887,11,,1,1,50,1,6,15700,90,7,2,,
2,2,45,2,1,1,7,0,8,2,4,3,2,OZ1045,15,30,2,1,70,1,1,,60,12,7,,
2,3,58,2,1,1,10,1,8,2,5,3,2,7C1482,14,30,2,1,23,1,2,17000,40,9,1,4,
2,4,26,1,2,3,50,0,8,2,1,2,1,,19,45,3,1,30,1,6,10000,40,8,1,4(????),1200
2,4,19,2,5,1,4,1,8,2,3,3,1,,19,45,3,1,,1,3,5000,60,8,4,4,
2,4,27,2,2,1,5,2,8,2,2,"1,2",1,MU9824,19,45,3,1,86,1,2,22800,60,2,3,4,
2,2,60,2,1,3,365,0,8,2,2,3,2,1166,20,,3,1,36,1,2,20000,40,9,,3,
2,4,45,1,2,2,4,0,8,2,7,"2,3",1,mu,19,30,3,1,87,1,2,20600,30,5,,4(????),100000
2,1,37,1,3,2,4,1,8,2,2,6,2,KE2711,19,,3,1,70,1,1,,90,1,,,
2,4,23,2,2,1,7,1,8,2,0,2,1,,19,20,3,1,24,1,5,2000,30,2,3,4,
2,4,23,2,2,1,7,1,8,2,0,2,1,,19,20,3,,24,1,5,2000,30,2,3,4,
2,1,50,2,1,1,5,1,8,2,5,3,2,ke2709,16,30,2,1,40,1,2,23500,30,9,5,1,170000
2,2,17,1,1,3,7,1,8,2,1,2,1,OZ3615,16,,2,1,33,1,1,,60,12,,,
2,1,43,1,5,1,5,4,8,2,5,1,1,8125,16,15,2,1,37,1,2,14400,60,6,,,
2,2,50,1,1,2,3,0,8,2,10,1,2,OZ1085,20,,3,2,50,1,2,50000,60,5,5,,
2,2,32,1,1,2,5,1,8,2,3,3,2,,20,,3,1,70,1,8,25000,60,2,4,2,3000
2,2,35,1,3,2,3,1,8,2,15,3,2,nh1166,20,15,3,1,90,1,2,27000,70,1,5,1,50000
2,2,54,2,1,1,35,0,8,2,1,"4,5",4,oz222,10,,1,1,,1,1,,20,3,4,1,39000
2,4,48,1,1,2,7,4,8,2,10,2,1,mu,19,20,3,1,78,2,6,50300,50,2,4,,
2,1,34,2,1,4,365,0,8,2,5,"2,5",1,ke2815,16,15,2,1,48,1,11,75000,60,12,4,,
2,1,49,2,1,1,4,1,8,2,0,3,2,,16,20,2,1,53,1,1,,40,1,,,
2,4,40,1,1,4,99,1,8,2,5,2,1,,19,40,3,1,26,1,2,23000,30,2,4,,
2,1,44,2,1,2,7,28,8,2,12,3,2,,19,,3,2,58,1,1,20000,30,7,6,1,18000
2,1,68,1,3,2,8,2,8,2,2,"2,3",2,ke2711,19,,3,1,53,1,3,10000,50,5,4,1,26561
2,1,55,1,1,2,365,1,8,2,20,"2,4",1,,16,15,2,2,100,1,10,98000,50,1,7,1,10000
2,3,60,2,1,3,5,0,8,1,12,3,2,7c1482,,,2,1,19,1,2,12000,20,12,2,3(????),
2,4,40,1,3,1,2,0,8,2,1,3,2,,20,1,3,1,,1,5,2000,40,2,4,4,
2,3,45,2,3,3,5,1,8,2,1,3,2,7c1482,14,30,2,1,21,1,6,9000,60,2,,3(????),
2,4,35,1,3,3,30,0,8,2,15,6,2,JL94,7,15,3,1,200,1,6,10000,180,8,1,"1,2",
2,4,24,2,2,1,5,4,8,2,1,3,1,km824,19,45,3,3,,1,5,3000,30,2,,,
2,2,34,2,1,1,5,2,8,2,2,3,2,OZ1145,17,50,2,1,30,1,1,,40,10,3,3,17000
2,4,27,1,3,2,3,0,8,2,20,3,2,JA091,19,,3,1,,1,2,10000,30,12,2,3(JAL),15000
2,4,55,2,3,1,3,2,8,2,2,3,2,1166,20,5,3,1,40,1,5,2000,30,9,2,3(ANA),5000
2,2,43,1,3,2,7,0,8,2,10,3,2,,20,,3,1,18,2,8,50000,120,12,,,
2,4,39,2,2,2,1,1,8,2,0,2,1,,19,45,3,1,,1,2,,50,2,2,4,
2,2,21,2,4,1,4,1,8,2,0,6,2,OZ1085,20,,3,1,50,1,2,,40,11,1,4,
2,4,20,2,3,1,3,2,8,2,0,3,2,NH6984,20,,3,1,40,2,5,,20,8,1,4,
2,4,22,2,3,1,3,2,8,2,0,1,2,NH6984,20,,3,1,40,2,5,,20,8,1,4,
2,4,26,2,2,1,6,4,8,2,0,2,1,mu9824,19,45,3,1,,1,8,,180,2,1,4,
2,4,25,2,2,3,3,0,8,2,0,2,1,mu9824,19,45,3,1,,1,8,,180,2,1,,
2,4,66,1,3,1,4,1,8,2,1,3,2,,16,15,2,1,77,2,5,1300,20,3,2,1,10000
2,2,43,1,3,2,365,0,8,2,2,3,2,OZ9128,15,,2,1,40,1,10,,40,2,2,4,
2,2,43,1,2,3,365,0,8,2,10,3,2,,17,50,2,1,33,1,5,,50,5,4,,
2,4,41,1,1,2,7,1,8,2,5,2,1,,17,,2,1,33,1,6,6000,180,2,4,2,150000
2,3,33,1,1,1,3,4,8,2,2,2,3,TW7667,11,,1,1,39,1,3,1100,50,2,2,4,
2,4,37,2,3,4,99,0,8,2,2,3,2,974,15,,2,1,42,1,1,,40,9,3,4,
2,4,50,1,2,1,4,3,8,2,7,3,1,,19,,3,1,20,1,6,7000,50,1,6,1,
2,4,23,2,2,1,4,3,8,2,2,3,1,,19,,3,1,20,1,6,7000,50,8,6,1,
2,1,28,1,1,1,4,20,8,1,1,6,1,KE2815,16,15,2,3,37,1,3,7000,40,6,2,4,
2,1,21,1,2,4,99,2,8,2,4,3,1,KE2815,16,30,2,1,52,1,2,20000,40,8,,,
2,1,28,2,2,4,365,2,8,2,2,2,1,KE2815,16,30,2,1,52,1,2,20000,40,3,2,4,
2,4,29,2,2,1,3,3,8,2,0,2,1,MU,19,45,3,1,,2,8,,180,2,1,,
2,4,29,2,2,2,3,3,8,2,0,2,1,MU,19,45,3,1,,2,8,,180,2,1,4,
2,1,37,1,2,1,3,1,8,2,1,2,2,KE2727,16,55,2,1,42,1,5,,60,8,1,4,
2,4,35,2,2,1,4,2,8,2,0,2,1,,19,45,3,1,,2,2,,10,2,3,4,
2,4,35,1,3,2,2,1,8,2,0,3,2,,19,,3,1,40,1,2,,120,2,2,4,
2,4,42,1,3,2,1,1,8,2,0,3,2,NH6984,20,,3,1,40,1,2,,50,2,3,4,
2,4,40,1,3,2,7,1,8,2,1,3,2,JL94,19,15,3,1,50,1,2,,50,2,,4,
2,2,47,1,3,2,3,1,8,2,0,3,2,OZ1085,20,,3,1,36,1,2,,40,2,7,3(ANA),
2,2,40,1,3,1,2,1,8,2,0,3,2,OZ1085,20,,3,1,36,1,6,,60,2,3,4,
2,2,40,2,3,1,3,1,8,2,3,4,2,OZ1085,20,1,3,1,36,1,5,,40,2,,4,
2,1,47,1,3,1,5,1,8,2,0,3,2,KE2727,16,55,2,1,53,2,8,,180,11,1,4,
2,4,52,1,1,1,365,1,8,1,5,3,2,,,,2,1,45,1,1,,15,1,5,,
2,4,21,2,3,1,6,2,8,2,2,2,2,NH1166,20,5,3,1,,1,5,,40,8,4,4,
2,4,32,2,3,1,4,1,8,2,0,3,2,NH6984,20,,3,1,45,1,2,,45,2,2,4,
2,4,30,2,3,2,3,1,8,2,3,2,2,NH6984,20,,3,1,,1,1,,60,5,3,3(ANA),
2,4,42,2,3,1,5,2,8,2,7,2,2,NH6984,20,,3,1,,1,5,,40,7,4,4,
2,4,43,2,3,1,5,2,8,2,1,2,2,NH6984,20,,3,1,,1,5,,40,9,4,2,
2,4,39,1,1,4,8,3,8,2,10,2,1,FM824,19,45,3,1,62,1,1,,45,12,1,5,1
2,4,37,2,1,4,8,3,8,2,6,2,1,824,19,45,3,1,25,1,1,,45,5,5,,
2,1,63,1,5,2,28,1,8,2,3,2,2,KE2711,19,,3,1,53,2,5,,30,2,7,3,
2,4,61,1,3,2,2,4,8,2,15,4,2,jl,19,15,3,2,17,1,2,30000,40,1,7,2,30000
