"","Airport","Airline","Age","Gender","Nationality","TripPurpose","TripDuration","FlyingCompanion","ProvinceResidence","NoTripsLastYear","FrequentFlightDestination","Destination","DepartureTime","SeatClass","Airfare","NoTransport","ModeTransport","AccessTime","Occupation","Income"
"311","2","1",37,"1","Foreign","Leisure",3,1,"Others",1,"China","Japan","2","Economic",42,1,"Public",60,"no income","<=30"
"312","2","4",35,"2","Foreign","Leisure",4,2,"Others",0,"China","China","3","Economic",55.25,2,"Personal",10,"w/income","30~150"
"313","2","4",35,"1","Foreign","Other",2,1,"Others",0,"Japan","Japan","3","Economic",40,1,"Personal",120,"w/income","30~150"
"314","2","4",42,"1","Foreign","Other",1,1,"Others",0,"Japan","Japan","3","Economic",40,1,"Personal",50,"w/income","30~150"
"315","2","4",40,"1","Foreign","Other",7,1,"Others",1,"Japan","Japan","3","Economic",50,1,"Personal",50,"w/income","00"
"316","2","2",47,"1","Foreign","Other",3,1,"Others",0,"Japan","Japan","3","Economic",36,1,"Personal",40,"w/income","150~200>"
"317","2","2",40,"1","Foreign","Leisure",2,1,"Others",0,"Japan","Japan","3","Economic",36,1,"Public",60,"w/income","30~150"
"318","2","2",40,"2","Foreign","Leisure",3,1,"Others",3,"Others","Japan","3","Economic",36,1,"Public",40,"w/income","00"
"319","2","1",47,"1","Foreign","Leisure",5,1,"Others",0,"Japan","Japan","2","Economic",53,2,"Public",180,"no income","<=30"
"320","2","4",52,"1","Korean","Leisure",365,1,"Others",5,"Japan","Japan","2","Economic",45,1,"Personal",15,"w/income","30~150"
"321","2","4",21,"2","Foreign","Leisure",6,2,"Others",2,"China","Japan","3","Economic",45.2051282051282,1,"Public",40,"no income","30~150"
"322","2","4",32,"2","Foreign","Leisure",4,1,"Others",0,"Japan","Japan","3","Economic",45,1,"Personal",45,"w/income","30~150"
"323","2","4",30,"2","Foreign","Other",3,1,"Others",3,"China","Japan","3","Economic",45.2051282051282,1,"Personal",60,"w/income","30~150"
"324","2","4",42,"2","Foreign","Leisure",5,2,"Others",7,"China","Japan","3","Economic",45.2051282051282,1,"Public",40,"w/income","30~150"
"325","2","4",39,"1","Korean","Other",8,3,"Others",10,"China","China","3","Economic",62,1,"Personal",45,"Other","<=30"
"326","2","4",61,"1","Foreign","Other",2,4,"Others",15,"Others","Japan","3","Other",17,1,"Personal",40,"w/income","150~200>"
