"","Airport","Airline","Age","Nationality","TripPurpose","TripDuration","FlyingCompanion","ProvinceResidence","NoTripsLastYear","FrequentFlightDestination","Destination","DepartureTime","Airfare","NoTransport","ModeTransport","AccessTime","Occupation","Income"
"101","ICN","Korean",39,"Korean","Other",9,1,"3",1,"China","Other","3",100,2,"8",60,"Other","00"
"102","ICN","Korean",37,"Korean","Leisure",5,4,"3",2,"Japan","China","3",41,1,"6",90,"w/income","30~150"
"103","ICN","Korean",30,"Korean","Other",7,1,"3",9,"Others","Other","3",53,1,"9",80,"Other","30~150"
"104","ICN","LCC",30,"Korean","Leisure",6,1,"3",1,"Japan","Other","3",40,1,"6",60,"w/income","30~150"
"105","ICN","Korean",50,"Korean","Leisure",7,2,"3",2,"SA","Other","1",60.7916666666667,1,"1",76,"w/income","00"
"106","ICN","Korean",37,"Korean","Other",60,1,"3",10,"China","China","3",30,2,"3",30,"Other","00"
"107","ICN","LCC",33,"Korean","Leisure",7,2,"3",0,"Japan","Other","3",56,2,"3",60,"Other","00"
"108","ICN","Korean",55,"Korean","Leisure",5,2,"3",2,"China","China","2",28,2,"3",30,"Other","00"
"109","ICN","Foreign",43,"Korean","Leisure",20,2,"3",3,"SA","China","3",35,2,"4",60,"Other","00"
"110","ICN","Foreign",52,"Korean","Leisure",6,12,"3",1,"SA","Other","1",40.4,2,"2",30,"Other","00"
"111","ICN","Korean",51,"Korean","Leisure",4,11,"3",1,"SA","Other","2",60.7916666666667,1,"1",76,"Other","00"
"112","ICN","Foreign",30,"Korean","Leisure",15,3,"3",2,"SA","Other","1",40.4,1,"5",76,"w/income","30~150"
"113","ICN","Korean",29,"Foreign","Leisure",20,1,"3",0,"China","China","3",52,1,"1",90,"w/income","30~150"
"114","ICN","Korean",25,"Korean","Other",99,1,"3",1,"Japan","Japan","4",30,2,"3",20,"Other","00"
"115","ICN","Korean",41,"Korean","Leisure",4,3,"3",1,"SA","Other","3",60.7916666666667,1,"5",76,"Other","30~150"
"116","ICN","Korean",60,"Korean","Leisure",3,4,"3",1,"SA","China","3",26,1,"5",120,"no income","<=30"
"117","ICN","Foreign",41,"Korean","Leisure",4,3,"3",3,"Others","Other","3",20,3,"2",76,"Other","00"
"118","ICN","LCC",36,"Korean","Leisure",5,1,"4",3,"Others","Other","2",44.5681818181818,2,"8",60,"w/income","30~150"
"119","ICN","Korean",40,"Korean","Other",15,1,"4",3,"China","China","2",26,3,"2",10,"Other","00"
"120","ICN","Korean",32,"Korean","Leisure",5,2,"4",1,"SA","Other","2",75,2,"8",155,"Other","00"
"121","ICN","Korean",30,"Korean","Leisure",5,2,"4",1,"SA","Other","2",75,2,"8",40,"Other","00"
"122","ICN","LCC",45,"Korean","Leisure",5,1,"4",1,"Others","Other","3",35,2,"8",155,"Other","00"
"123","ICN","Korean",54,"Korean","Leisure",5,2,"4",0,"Others","China","4",49,1,"7",65,"Other","00"
"124","ICN","Korean",52,"Korean","Leisure",5,1,"5",2,"SA","Other","3",60.7916666666667,2,"10",60,"Other","00"
"125","ICN","LCC",33,"Korean","Leisure",5,2,"5",1,"SA","Other","3",44.5681818181818,2,"2",30,"Other","00"
"126","ICN","Korean",24,"Korean","Leisure",45,2,"5",1,"Others","Other","2",140,2,"7",180,"Other","00"
"127","ICN","LCC",32,"Korean","Leisure",6,2,"5",1,"SA","Other","3",40,2,"2",10,"Other","00"
"128","ICN","Korean",57,"Foreign","Other",140,1,"5",10,"SA","Other","3",60.7916666666667,2,"10",60,"Other","00"
"129","ICN","Korean",34,"Foreign","Other",30,1,"5",12,"China","China","3",48,3,"4",311,"w/income","30~150"
"130","ICN","Foreign",41,"Korean","Other",8,10,"5",5,"Others","China","2",120,3,"1",10,"Other","00"
"131","ICN","Korean",30,"Korean","Leisure",5,1,"5",10,"China","Other","2",65,3,"1",30,"Other","00"
"132","ICN","Foreign",37,"Korean","Leisure",6,5,"5",5,"SA","Other","2",41,3,"5",30,"Other","00"
"133","ICN","LCC",32,"Korean","Leisure",5,1,"5",1,"Others","Other","3",64,1,"8",40,"w/income","<=30"
"134","ICN","Korean",36,"Foreign","Other",180,1,"5",2,"SA","Other","3",60.6923076923077,2,"2",311,"Other","00"
"135","ICN","Korean",28,"Foreign","Leisure",6,2,"5",1,"SA","Other","3",45,2,"8",110,"Other","00"
"136","ICN","Korean",55,"Korean","Leisure",6,1,"5",2,"China","China","3",66,2,"8",311,"Other","00"
"137","ICN","Korean",35,"Korean","Leisure",5,2,"5",1,"SA","Other","3",45,2,"8",65,"Other","00"
"138","ICN","Korean",67,"Korean","Leisure",6,1,"5",1,"Japan","Other","2",60.7916666666667,1,"8",180,"w/income","30~150"
"139","ICN","Korean",45,"Korean","Other",90,1,"5",4,"SA","China","2",45,2,"1",60,"Other","00"
"140","ICN","Korean",22,"Korean","Other",100,0,"6",0,"Others","Other","3",110,1,"7",15,"Other","00"
"141","ICN","LCC",22,"Korean","Leisure",7,1,"6",1,"Others","Other","3",24,1,"1",290,"no income","150~200>"
"142","ICN","Foreign",30,"Korean","Other",2,1,"6",3,"SA","Other","2",60,3,"2",290,"Other","00"
"143","ICN","Foreign",45,"Korean","Leisure",5,1,"7",0,"SA","Other","2",61,3,"8",120,"Other","00"
"144","ICN","Foreign",40,"Korean","Leisure",5,1,"7",2,"SA","Other","2",61,3,"8",120,"Other","00"
"145","ICN","Korean",45,"Foreign","Other",15,1,"8",7,"SA","China","2",52,1,"6",40,"w/income","30~150"
"146","ICN","Korean",53,"Foreign","Other",7,2,"8",50,"SA","Other","3",75,1,"8",150,"w/income","150~200>"
"147","ICN","Foreign",49,"Korean","Leisure",4,2,"8",0,"SA","Other","3",40.4,1,"5",40,"w/income","30~150"
"148","ICN","Foreign",52,"Korean","Other",99,0,"8",0,"SA","Other","4",27,1,"6",100,"no income","<=30"
"149","ICN","Korean",31,"Korean","Leisure",15,2,"8",0,"Japan","Japan","4",27,1,"1",180,"w/income","30~150"
"150","ICN","Foreign",55,"Korean","Other",5,1,"8",2,"China","China","3",53.1666666666667,1,"6",180,"w/income","00"
"151","ICN","Foreign",47,"Korean","Leisure",4,2,"8",0,"SA","Other","3",40.4,1,"5",40,"no income","00"
"152","ICN","LCC",37,"Foreign","Other",99,0,"8",1,"SA","Other","4",65,2,"1",180,"Other","00"
"153","ICN","Foreign",44,"Foreign","Leisure",10,1,"8",2,"Others","Other","2",50,1,"8",180,"w/income","150~200>"
"154","ICN","Korean",54,"Korean","Other",3,0,"8",4,"Japan","Japan","3",50,1,"2",180,"no income","150~200>"
"155","ICN","Korean",21,"Korean","Other",10,0,"8",3,"China","China","3",45,1,"2",35,"no income","150~200>"
"156","ICN","Foreign",30,"Korean","Leisure",7,2,"8",7,"SA","China","3",50,1,"5",180,"w/income","30~150"
"157","ICN","Foreign",27,"Korean","Leisure",15,1,"8",3,"SA","Other","2",50,2,"2",30,"Other","00"
"158","GMP","Foreign",20,"Foreign","Other",50,2,"1",2,"China","China","3",67,2,"5",40,"w/income","<=30"
"159","GMP","Foreign",55,"Korean","Other",3,0,"1",5,"China","China","3",50,1,"1",60,"w/income","30~150"
"160","GMP","Foreign",60,"Korean","Leisure",9,1,"1",2,"China","Japan","3",20,1,"5",60,"no income","30~150"
"161","GMP","Korean",53,"Foreign","Other",3,4,"1",4,"Others","Japan","2",35,1,"2",60,"w/income","30~150"
"162","GMP","Korean",28,"Korean","Leisure",3,1,"1",4,"Japan","Japan","2",50,1,"1",40,"w/income","30~150"
"163","GMP","Korean",39,"Foreign","Leisure",99,2,"1",3,"Japan","Japan","3",35,1,"2",30,"w/income","30~150"
"164","GMP","Korean",19,"Korean","Other",2,2,"1",3,"Others","Japan","3",53,1,"2",60,"no income","30~150"
"165","GMP","Korean",40,"Foreign","Leisure",99,2,"1",4,"SA","Japan","3",36,1,"2",60,"no income","30~150"
"166","GMP","Korean",23,"Korean","Leisure",7,0,"1",1,"Japan","Japan","3",30,1,"5",30,"no income","<=30"
"167","GMP","Korean",27,"Korean","Other",7,1,"1",2,"Japan","Japan","3",40,1,"5",20,"w/income","30~150"
"168","GMP","Korean",26,"Foreign","Leisure",5,1,"1",2,"Others","Japan","3",40,1,"5",40,"w/income","30~150"
"169","GMP","Korean",32,"Korean","Other",7,1,"1",6,"China","China","2",42,1,"1",40,"w/income","30~150"
"170","GMP","Korean",40,"Korean","Leisure",3,11,"1",0,"SA","Japan","2",36,1,"1",45,"no income","30~150"
"171","GMP","LCC",28,"Korean","Leisure",3,3,"1",4,"SA","Other","1",30,1,"3",20,"w/income","30~150"
"172","GMP","Korean",30,"Foreign","Leisure",7,1,"1",1,"China","China","2",34,1,"5",60,"w/income","<=30"
"173","GMP","Korean",53,"Korean","Other",180,1,"1",3,"China","China","2",30,1,"3",60,"w/income","30~150"
"174","GMP","Foreign",66,"Korean","Other",90,1,"1",2,"Japan","Japan","2",60,1,"1",20,"Other","30~150"
"175","GMP","Korean",23,"Korean","Other",1,1,"1",4,"Japan","Japan","1",40,1,"1",60,"no income","00"
"176","GMP","Foreign",29,"Korean","Leisure",4,1,"1",3,"Japan","Japan","2",45,2,"1",20,"w/income","30~150"
"177","GMP","Foreign",54,"Korean","Other",1,7,"1",0,"Others","Japan","2",66,1,"2",32,"w/income","00"
"178","GMP","Foreign",40,"Korean","Other",3,0,"1",20,"China","China","2",55.25,1,"1",15,"w/income","30~150"
"179","GMP","Foreign",38,"Korean","Leisure",4,0,"1",2,"China","China","2",32,1,"5",20,"w/income","30~150"
"180","GMP","LCC",29,"Korean","Other",4,3,"1",1,"Others","Japan","2",24,1,"3",40,"w/income","<=30"
"181","GMP","Korean",33,"Korean","Other",2,2,"1",1,"China","China","2",60,1,"1",50,"w/income","30~150"
"182","GMP","Korean",23,"Korean","Other",99,0,"1",2,"China","Japan","2",45,1,"6",60,"no income","30~150"
"183","GMP","Korean",42,"Korean","Leisure",3,10,"1",1,"Japan","Japan","2",36,1,"1",60,"w/income","30~150"
"184","GMP","Korean",35,"Korean","Leisure",5,2,"1",2,"Japan","Japan","3",20,1,"5",90,"no income","30~150"
"185","GMP","Foreign",67,"Korean","Leisure",4,2,"1",2,"Japan","China","2",55.25,1,"5",15,"no income","30~150"
"186","GMP","Foreign",67,"Korean","Other",30,0,"1",3,"Japan","Japan","2",40,1,"6",60,"no income","30~150"
"187","GMP","Foreign",55,"Korean","Leisure",3,2,"1",0,"Japan","Japan","2",50,1,"2",30,"w/income","30~150"
"188","GMP","Foreign",51,"Korean","Other",7,1,"1",4,"China","China","2",40,1,"6",40,"w/income","30~150"
"189","GMP","Foreign",62,"Korean","Leisure",4,6,"1",2,"China","China","2",55.25,1,"5",20,"no income","30~150"
"190","GMP","Foreign",45,"Korean","Other",2,2,"1",0,"Others","Japan","2",38,2,"2",10,"no income","30~150"
"191","GMP","Foreign",44,"Korean","Leisure",3,2,"1",0,"Japan","Japan","2",40,2,"5",10,"w/income","30~150"
"192","GMP","Korean",53,"Korean","Leisure",7,5,"1",0,"China","Japan","2",40,1,"1",40,"w/income","30~150"
"193","GMP","Korean",57,"Korean","Other",2,3,"1",4,"China","China","2",48,1,"1",60,"w/income","30~150"
"194","GMP","Korean",56,"Korean","Other",6,1,"1",2,"Japan","Japan","2",53,1,"5",30,"no income","30~150"
"195","GMP","Foreign",32,"Korean","Leisure",3,1,"1",2,"Japan","Japan","2",30,1,"2",20,"w/income","30~150"
"196","GMP","Foreign",31,"Korean","Leisure",8,1,"1",2,"SA","China","2",120,1,"1",25,"w/income","30~150"
"197","GMP","Korean",42,"Korean","Leisure",4,7,"1",0,"SA","China","1",48,1,"1",20,"no income","150~200>"
"198","GMP","Korean",43,"Korean","Other",7,2,"1",3,"China","Japan","1",40,1,"6",60,"no income","30~150"
"199","GMP","Foreign",28,"Korean","Leisure",8,1,"1",1,"Others","China","2",120,1,"1",40,"w/income","30~150"
"200","GMP","LCC",31,"Korean","Leisure",3,4,"1",3,"Others","Other","1",39,1,"5",60,"w/income","30~150"
"201","GMP","LCC",33,"Korean","Leisure",3,4,"1",2,"Others","Other","1",40,1,"5",60,"w/income","30~150"
"202","GMP","Foreign",38,"Korean","Other",3,1,"1",3,"Japan","Japan","2",45.2051282051282,1,"5",40,"w/income","30~150"
"203","GMP","Foreign",30,"Korean","Other",14,0,"1",3,"SA","Japan","2",42,1,"1",70,"w/income","30~150"
"204","GMP","Foreign",32,"Foreign","Other",5,1,"1",8,"China","China","1",55.25,1,"6",20,"w/income","150~200>"
"205","GMP","Korean",35,"Korean","Leisure",4,1,"1",2,"Japan","Japan","2",30,1,"1",30,"w/income","30~150"
"206","GMP","Korean",39,"Foreign","Other",3,2,"1",6,"Others","Japan","2",53,1,"1",60,"w/income","30~150"
"207","GMP","Korean",29,"Korean","Leisure",4,14,"1",0,"Others","China","2",48,2,"2",15,"w/income","30~150"
"208","GMP","Korean",67,"Korean","Leisure",4,14,"1",2,"Japan","China","2",45,1,"1",30,"no income","30~150"
"209","GMP","Korean",22,"Korean","Other",8,4,"1",3,"SA","China","2",30,1,"5",10,"no income","150~200>"
"210","GMP","Korean",26,"Foreign","Other",7,0,"1",0,"Japan","Japan","1",60,1,"3",40,"no income","30~150"
"211","GMP","Foreign",38,"Korean","Leisure",5,1,"1",0,"Japan","Japan","2",40,1,"5",30,"w/income","30~150"
"212","GMP","Korean",58,"Korean","Leisure",3,6,"1",2,"China","China","2",60,2,"2",10,"no income","30~150"
"213","GMP","Korean",67,"Korean","Leisure",10,7,"1",0,"China","China","2",60,2,"2",10,"no income","30~150"
